license_num,status,license_type,issued,expires,business_name,dba_name,license_description,applicant,manager,day_phone,evening_phone,tot_capacity,fee_amt,capacity,end_time,unit_type,numberofunits,address,city,state,zip,neighborhood,police_dist,gpsx,gpsy
CAL-159145,Active,Live Entertainment,8/12/16,12/31/22,"Sam Maverick, Inc.",Lucy's American Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO ONE INSTRUMENTALIST UNAMPLIFIED VOCALIST MAY OPERATE ON THURSDAYS SUNDAYS UNTIL 12 30 M 2 DISC JOCKEY BE OPERATED FRIDAYS SATURDAYS 3 NON LIVE ENTERTAINMENT 00A 4 ALL DOORS WINDOWS MUST CLOSED WHENEVER OCCURRING 10 00P REGARDLESS TYPE OFFERED 5 CAPACITY NOT EXCEED 160 INSIDE 60 OUTSIDE WHEN PATIO OPEN 215 PERSONS 6 BACKGROUND PERMITTED,Shawn Ahern,Shawn Ahern,N/A,N/A,220,0,0,N/A,Disc Jockey,1,11-13  Granite AVE,Dorchester,MA,2124,Dorchester,C-11,776357.2232,2928179.357
CAL-159145,Active,Live Entertainment,8/12/16,12/31/22,"Sam Maverick, Inc.",Lucy's American Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO ONE INSTRUMENTALIST UNAMPLIFIED VOCALIST MAY OPERATE ON THURSDAYS SUNDAYS UNTIL 12 30 M 2 DISC JOCKEY BE OPERATED FRIDAYS SATURDAYS 3 NON LIVE ENTERTAINMENT 00A 4 ALL DOORS WINDOWS MUST CLOSED WHENEVER OCCURRING 10 00P REGARDLESS TYPE OFFERED 5 CAPACITY NOT EXCEED 160 INSIDE 60 OUTSIDE WHEN PATIO OPEN 215 PERSONS 6 BACKGROUND PERMITTED,Shawn Ahern,Shawn Ahern,N/A,N/A,220,0,0,N/A,Audio Device,1,11-13  Granite AVE,Dorchester,MA,2124,Dorchester,C-11,776357.2232,2928179.357
CAL-159145,Active,Live Entertainment,8/12/16,12/31/22,"Sam Maverick, Inc.",Lucy's American Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO ONE INSTRUMENTALIST UNAMPLIFIED VOCALIST MAY OPERATE ON THURSDAYS SUNDAYS UNTIL 12 30 M 2 DISC JOCKEY BE OPERATED FRIDAYS SATURDAYS 3 NON LIVE ENTERTAINMENT 00A 4 ALL DOORS WINDOWS MUST CLOSED WHENEVER OCCURRING 10 00P REGARDLESS TYPE OFFERED 5 CAPACITY NOT EXCEED 160 INSIDE 60 OUTSIDE WHEN PATIO OPEN 215 PERSONS 6 BACKGROUND PERMITTED,Shawn Ahern,Shawn Ahern,N/A,N/A,220,50,0,N/A,Trivia,1,11-13  Granite AVE,Dorchester,MA,2124,Dorchester,C-11,776357.2232,2928179.357
CAL-159145,Active,Live Entertainment,8/12/16,12/31/22,"Sam Maverick, Inc.",Lucy's American Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO ONE INSTRUMENTALIST UNAMPLIFIED VOCALIST MAY OPERATE ON THURSDAYS SUNDAYS UNTIL 12 30 M 2 DISC JOCKEY BE OPERATED FRIDAYS SATURDAYS 3 NON LIVE ENTERTAINMENT 00A 4 ALL DOORS WINDOWS MUST CLOSED WHENEVER OCCURRING 10 00P REGARDLESS TYPE OFFERED 5 CAPACITY NOT EXCEED 160 INSIDE 60 OUTSIDE WHEN PATIO OPEN 215 PERSONS 6 BACKGROUND PERMITTED,Shawn Ahern,Shawn Ahern,N/A,N/A,220,0,0,N/A,Radio,1,11-13  Granite AVE,Dorchester,MA,2124,Dorchester,C-11,776357.2232,2928179.357
CAL-159145,Active,Live Entertainment,8/12/16,12/31/22,"Sam Maverick, Inc.",Lucy's American Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO ONE INSTRUMENTALIST UNAMPLIFIED VOCALIST MAY OPERATE ON THURSDAYS SUNDAYS UNTIL 12 30 M 2 DISC JOCKEY BE OPERATED FRIDAYS SATURDAYS 3 NON LIVE ENTERTAINMENT 00A 4 ALL DOORS WINDOWS MUST CLOSED WHENEVER OCCURRING 10 00P REGARDLESS TYPE OFFERED 5 CAPACITY NOT EXCEED 160 INSIDE 60 OUTSIDE WHEN PATIO OPEN 215 PERSONS 6 BACKGROUND PERMITTED,Shawn Ahern,Shawn Ahern,N/A,N/A,220,2520,0,N/A,Widescreen Television,14,11-13  Granite AVE,Dorchester,MA,2124,Dorchester,C-11,776357.2232,2928179.357
CAL-159145,Active,Live Entertainment,8/12/16,12/31/22,"Sam Maverick, Inc.",Lucy's American Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO ONE INSTRUMENTALIST UNAMPLIFIED VOCALIST MAY OPERATE ON THURSDAYS SUNDAYS UNTIL 12 30 M 2 DISC JOCKEY BE OPERATED FRIDAYS SATURDAYS 3 NON LIVE ENTERTAINMENT 00A 4 ALL DOORS WINDOWS MUST CLOSED WHENEVER OCCURRING 10 00P REGARDLESS TYPE OFFERED 5 CAPACITY NOT EXCEED 160 INSIDE 60 OUTSIDE WHEN PATIO OPEN 215 PERSONS 6 BACKGROUND PERMITTED,Shawn Ahern,Shawn Ahern,N/A,N/A,220,800,220,1:00AM,Instrumental/Vocal,2,11-13  Granite AVE,Dorchester,MA,2124,Dorchester,C-11,776357.2232,2928179.357
CAL-198643,Active,Non-Live Entertainment,7/14/16,12/31/22,"EAST COAST EATS, INC.",Silvertone Bar & Grill,1 Entertainment is not permitted outside,David Savoie,David Savoie,(617)656-6600,N/A,130,0,0,N/A,Audio Device,1,69-   Bromfield ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,774841,2955470
CAL-198643,Active,Non-Live Entertainment,7/14/16,12/31/22,"EAST COAST EATS, INC.",Silvertone Bar & Grill,1 Entertainment is not permitted outside,David Savoie,David Savoie,(617)656-6600,N/A,130,0,130,2:00AM,Radio,1,69-   Bromfield ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,774841,2955470
CAL-198643,Active,Non-Live Entertainment,7/14/16,12/31/22,"EAST COAST EATS, INC.",Silvertone Bar & Grill,1 Entertainment is not permitted outside,David Savoie,David Savoie,(617)656-6600,N/A,130,720,0,N/A,Widescreen Television,4,69-   Bromfield ST,Boston,MA,2108,Downtown/Charlestown/North End,A-1,774841,2955470
CAL-198174,Active,Non-Live Entertainment,7/11/16,12/31/22,"RING ROAD RESTAURANT GROUP, LLC",Porto,1 LICENSEE IS ALLOWED TO FEATURE BACKGROUND MUSIC ON OUTDOOR PATIO UNTIL 12 00A M MUST BE VOLUME LEVELS SO AS CONSIDERED CALLED DIRECTED SOUND ONLY AUDIBLE PERSONS 2 CAPACITY 117 INSIDE 55 OUTSIDE,SEAN GRIFFING,SEAN GRIFFING,(617)680-7883,N/A,172,0,0,N/A,Audio Device,1,780-  Boylston ST,Boston,MA,2199,Back Bay/South End,D-4,769462.5751,2952177.43
CAL-198174,Active,Non-Live Entertainment,7/11/16,12/31/22,"RING ROAD RESTAURANT GROUP, LLC",Porto,1 LICENSEE IS ALLOWED TO FEATURE BACKGROUND MUSIC ON OUTDOOR PATIO UNTIL 12 00A M MUST BE VOLUME LEVELS SO AS CONSIDERED CALLED DIRECTED SOUND ONLY AUDIBLE PERSONS 2 CAPACITY 117 INSIDE 55 OUTSIDE,SEAN GRIFFING,SEAN GRIFFING,(617)680-7883,N/A,172,180,0,N/A,Widescreen Television,1,780-  Boylston ST,Boston,MA,2199,Back Bay/South End,D-4,769462.5751,2952177.43
CAL-198174,Active,Non-Live Entertainment,7/11/16,12/31/22,"RING ROAD RESTAURANT GROUP, LLC",Porto,1 LICENSEE IS ALLOWED TO FEATURE BACKGROUND MUSIC ON OUTDOOR PATIO UNTIL 12 00A M MUST BE VOLUME LEVELS SO AS CONSIDERED CALLED DIRECTED SOUND ONLY AUDIBLE PERSONS 2 CAPACITY 117 INSIDE 55 OUTSIDE,SEAN GRIFFING,SEAN GRIFFING,(617)680-7883,N/A,172,0,172,2:00AM,Radio,1,780-  Boylston ST,Boston,MA,2199,Back Bay/South End,D-4,769462.5751,2952177.43
CAL-177414,Active,Non-Live Entertainment,7/1/16,12/31/22,"Authentic China House, Inc.",Gourmet China House,N/A,Chin Chen Chang,Chin Chen Chang,(617)292-9989,N/A,86,360,0,N/A,Widescreen Television,2,55-   Beach ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774919,2953330
CAL-177414,Active,Non-Live Entertainment,7/1/16,12/31/22,"Authentic China House, Inc.",Gourmet China House,N/A,Chin Chen Chang,Chin Chen Chang,(617)292-9989,N/A,86,0,86,2:00AM,Audio Device,1,55-   Beach ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774919,2953330
CAL-173161,Active,Live Entertainment,6/23/16,12/31/22,"Kean Kruta, LLC",Brassica Kitchen & Cafe,1 CAPACITY NOT TO EXCEED 40 PERSONS 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED 3 INSTRUMENTALISTS VOCALIST MAY ONLY TAKE PLACE ON TUESDAYS FRIDAYS FROM 7 00P M 11 SATURDAYS 00A LICENSEE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURING 10 REGARDLESS TYPE OFFERED,Philip Kruta,Philip Kruta,(857)231-3002,N/A,40,0,0,N/A,Vocal,1,3710A-  Washington ST,Jamaica Plain,MA,2130,Jamaica Plain,E-13,760833.8762,2934678.632
CAL-173161,Active,Live Entertainment,6/23/16,12/31/22,"Kean Kruta, LLC",Brassica Kitchen & Cafe,1 CAPACITY NOT TO EXCEED 40 PERSONS 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED 3 INSTRUMENTALISTS VOCALIST MAY ONLY TAKE PLACE ON TUESDAYS FRIDAYS FROM 7 00P M 11 SATURDAYS 00A LICENSEE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURING 10 REGARDLESS TYPE OFFERED,Philip Kruta,Philip Kruta,(857)231-3002,N/A,40,800,40,12:00AM,Instrument,3,3710A-  Washington ST,Jamaica Plain,MA,2130,Jamaica Plain,E-13,760833.8762,2934678.632
CAL-173161,Active,Live Entertainment,6/23/16,12/31/22,"Kean Kruta, LLC",Brassica Kitchen & Cafe,1 CAPACITY NOT TO EXCEED 40 PERSONS 2 INSTRUMENTAL VOCAL MUSIC IS LIMITED 3 INSTRUMENTALISTS VOCALIST MAY ONLY TAKE PLACE ON TUESDAYS FRIDAYS FROM 7 00P M 11 SATURDAYS 00A LICENSEE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURING 10 REGARDLESS TYPE OFFERED,Philip Kruta,Philip Kruta,(857)231-3002,N/A,40,0,0,N/A,Audio Device,1,3710A-  Washington ST,Jamaica Plain,MA,2130,Jamaica Plain,E-13,760833.8762,2934678.632
CAL-175382,Active,Non-Live Entertainment,6/21/16,12/31/22,"SSP America BOS, LLC.",Wahlburgers,N/A,Jacqueline Genao,Jacqueline Genao,(781)808-8354,N/A,100,0,100,9PM,Audio Device,1,300-   Terminal C ,Boston,MA,2128,East Boston,A-7,786848.376,2959010.67
CAL-175382,Active,Non-Live Entertainment,6/21/16,12/31/22,"SSP America BOS, LLC.",Wahlburgers,N/A,Jacqueline Genao,Jacqueline Genao,(781)808-8354,N/A,100,1080,0,N/A,Widescreen Television,6,300-   Terminal C ,Boston,MA,2128,East Boston,A-7,786848.376,2959010.67
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,0,0,N/A,Dancing by Patrons,0,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,0,0,N/A,Instrumental/Vocal,4,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,800,170,2AM,Radio,1,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,0,0,N/A,Karaoke,0,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,0,0,N/A,Disc Jockey,0,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,1800,0,N/A,Widescreen Television,10,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,0,0,N/A,Jukebox,1,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,50,0,N/A,Trivia,1,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-169142,Active,Night Club,6/10/16,12/31/22,"ALLSTON RESTAURANT GROUP, LLC",Article 24,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 DISC JOCKEY DANCING PATRONS MAY ONLY BE FEATURED ON THURSDAYS FRIDAYS SATURDAYS UNTIL 00AM SUNDAYS 12 00A M 3 LICENSEE FEATURE TRIVIA CONTESTS TUESDAYS KARAOKE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED,Alexander Tamargo,Alexander Tamargo,N/A,N/A,170,0,0,N/A,Audio Device,1,458-   Western AVE,Brighton,MA,2135,Allston/Brighton,D-14,752865,2957130
CAL-172111,Active,Non-Live Entertainment,6/3/16,12/31/22,SCOPA LLC,Scopa,N/A,Gennaro Riccio,Gennaro Riccio,(617)543-5650,N/A,22,0,22,12AM,Audio Device,1,319-   Hanover ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776698,2958000
CAL-173163,Active,Night Club,6/3/16,12/31/22,"T AND T ICUISINE, INC.",Saigon Seafood Restaurant,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 ALL DOORS WINDOWS MUST BE CLOSED WHENEVER LIVE ENTERTAINMENT OCCURRING CLOSE 10 00P M REGARDLESS TYPE OFFERED,Truc Huynh,Truc Huynh,(617)259-7425,N/A,99,800,99,12:00AM,Audio Device,1,270-   Adams ST,Dorchester,MA,2122,Mattapan/Dorchester,B-3,775596.1433,2934639.703
CAL-173163,Active,Night Club,6/3/16,12/31/22,"T AND T ICUISINE, INC.",Saigon Seafood Restaurant,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 ALL DOORS WINDOWS MUST BE CLOSED WHENEVER LIVE ENTERTAINMENT OCCURRING CLOSE 10 00P M REGARDLESS TYPE OFFERED,Truc Huynh,Truc Huynh,(617)259-7425,N/A,99,360,0,N/A,Widescreen Television,2,270-   Adams ST,Dorchester,MA,2122,Mattapan/Dorchester,B-3,775596.1433,2934639.703
CAL-173163,Active,Night Club,6/3/16,12/31/22,"T AND T ICUISINE, INC.",Saigon Seafood Restaurant,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 ALL DOORS WINDOWS MUST BE CLOSED WHENEVER LIVE ENTERTAINMENT OCCURRING CLOSE 10 00P M REGARDLESS TYPE OFFERED,Truc Huynh,Truc Huynh,(617)259-7425,N/A,99,0,0,N/A,Instrumental/Vocal,4,270-   Adams ST,Dorchester,MA,2122,Mattapan/Dorchester,B-3,775596.1433,2934639.703
CAL-173163,Active,Night Club,6/3/16,12/31/22,"T AND T ICUISINE, INC.",Saigon Seafood Restaurant,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 ALL DOORS WINDOWS MUST BE CLOSED WHENEVER LIVE ENTERTAINMENT OCCURRING CLOSE 10 00P M REGARDLESS TYPE OFFERED,Truc Huynh,Truc Huynh,(617)259-7425,N/A,99,0,0,N/A,Karaoke,1,270-   Adams ST,Dorchester,MA,2122,Mattapan/Dorchester,B-3,775596.1433,2934639.703
CAL-173163,Active,Night Club,6/3/16,12/31/22,"T AND T ICUISINE, INC.",Saigon Seafood Restaurant,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS 2 ALL DOORS WINDOWS MUST BE CLOSED WHENEVER LIVE ENTERTAINMENT OCCURRING CLOSE 10 00P M REGARDLESS TYPE OFFERED,Truc Huynh,Truc Huynh,(617)259-7425,N/A,99,0,0,N/A,Dancing by Patrons,1,270-   Adams ST,Dorchester,MA,2122,Mattapan/Dorchester,B-3,775596.1433,2934639.703
CAL-172111,Active,Non-Live Entertainment,6/3/16,12/31/22,SCOPA LLC,Scopa,N/A,Gennaro Riccio,Gennaro Riccio,(617)543-5650,N/A,22,0,0,N/A,Radio,1,319-   Hanover ST,Boston,MA,2113,Downtown/Charlestown/North End,A-1,776698,2958000
CAL-172113,Active,Non-Live Entertainment,6/3/16,12/31/22,CHELSEA CITY SQUARE CORP.,Blackmoor Tavern,N/A,Gregory Coughlin,Gregory Coughlin,(617)212-3580,N/A,231,1800,0,N/A,Widescreen Television,10,1-  Chelsea ST,Charlestown,MA,2129,Downtown/Charlestown/North End,A-1,774759.1877,2960641.697
CAL-172113,Active,Non-Live Entertainment,6/3/16,12/31/22,CHELSEA CITY SQUARE CORP.,Blackmoor Tavern,N/A,Gregory Coughlin,Gregory Coughlin,(617)212-3580,N/A,231,0,231,2:00AM,Audio Device,1,1-  Chelsea ST,Charlestown,MA,2129,Downtown/Charlestown/North End,A-1,774759.1877,2960641.697
CAL-172113,Active,Non-Live Entertainment,6/3/16,12/31/22,CHELSEA CITY SQUARE CORP.,Blackmoor Tavern,N/A,Gregory Coughlin,Gregory Coughlin,(617)212-3580,N/A,231,0,0,N/A,Radio,1,1-  Chelsea ST,Charlestown,MA,2129,Downtown/Charlestown/North End,A-1,774759.1877,2960641.697
CAL-173381,Active,Non-Live Entertainment,5/26/16,12/31/22,"30 TRAVELER, LLC",Bar Mezzana,1 Licensee is permitted background music on outdoor patio Noise levels not to exceed 70 dB any time may 50 between hours 11 p m 7 per Boston Ordinance 2 shall apply live entertainment ex DJ band performers through one process,Jefferson Macklin,Jefferson Macklin,(617)530-1770,N/A,184,540,0,N/A,Widescreen Television,3,360-  Harrison AVE,Roxbury,MA,2118,Downtown/Charlestown/North End,A-1,774234.7917,2950909.091
CAL-173381,Active,Non-Live Entertainment,5/26/16,12/31/22,"30 TRAVELER, LLC",Bar Mezzana,1 Licensee is permitted background music on outdoor patio Noise levels not to exceed 70 dB any time may 50 between hours 11 p m 7 per Boston Ordinance 2 shall apply live entertainment ex DJ band performers through one process,Jefferson Macklin,Jefferson Macklin,(617)530-1770,N/A,184,0,184,2:00AM,Audio Device,1,360-  Harrison AVE,Roxbury,MA,2118,Downtown/Charlestown/North End,A-1,774234.7917,2950909.091
CAL-172335,Active,Non-Live Entertainment,5/24/16,12/31/22,JIMOTHY LLC,Roza Lyons,N/A,Robert Fitzharris,Robert Fitzharris,(617)902-9333,N/A,72,0,72,1:00AM,Jukebox,1,709- E Broadway ,South Boston,MA,2127,South Boston,C-6,781351.3175,2947595.398
CAL-172335,Active,Non-Live Entertainment,5/24/16,12/31/22,JIMOTHY LLC,Roza Lyons,N/A,Robert Fitzharris,Robert Fitzharris,(617)902-9333,N/A,72,1260,0,N/A,Widescreen Television,7,709- E Broadway ,South Boston,MA,2127,South Boston,C-6,781351.3175,2947595.398
CAL-173080,Active,Live Entertainment,5/20/16,12/31/22,"LOWER MILLS TAVERN, INC.",Lower Mills Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO THREE 3 PERFORMERS MONDAY SUNDAY UNTIL 00A M WITH EXCEPTION TUESDAY IRISH SESSIONS WHEN TWELVE 12 PERMITTED DECIBEL LEVELS NOT EXCEED THAT SET IN BOSTON NOISE REGULATIONS 2 LICENSEE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 10 00P REGARDLESS TYPE OFFERED,Brian O'Donnell,Brian O'Donnell,(617)908-3110,N/A,91,0,0,N/A,Instrumental/Vocal,12,2269-   Dorchester AVE,Dorchester,MA,2124,Dorchester,C-11,773071.3915,2924800.906
CAL-173080,Active,Live Entertainment,5/20/16,12/31/22,"LOWER MILLS TAVERN, INC.",Lower Mills Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO THREE 3 PERFORMERS MONDAY SUNDAY UNTIL 00A M WITH EXCEPTION TUESDAY IRISH SESSIONS WHEN TWELVE 12 PERMITTED DECIBEL LEVELS NOT EXCEED THAT SET IN BOSTON NOISE REGULATIONS 2 LICENSEE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 10 00P REGARDLESS TYPE OFFERED,Brian O'Donnell,Brian O'Donnell,(617)908-3110,N/A,91,800,91,2:00 AM,Audio Device,1,2269-   Dorchester AVE,Dorchester,MA,2124,Dorchester,C-11,773071.3915,2924800.906
CAL-173080,Active,Live Entertainment,5/20/16,12/31/22,"LOWER MILLS TAVERN, INC.",Lower Mills Tavern,1 INSTRUMENTAL VOCAL MUSIC IS LIMITED TO THREE 3 PERFORMERS MONDAY SUNDAY UNTIL 00A M WITH EXCEPTION TUESDAY IRISH SESSIONS WHEN TWELVE 12 PERMITTED DECIBEL LEVELS NOT EXCEED THAT SET IN BOSTON NOISE REGULATIONS 2 LICENSEE MUST CLOSE ALL DOORS WINDOWS WHENEVER LIVE ENTERTAINMENT OCCURRING 10 00P REGARDLESS TYPE OFFERED,Brian O'Donnell,Brian O'Donnell,(617)908-3110,N/A,91,540,0,N/A,Widescreen Television,3,2269-   Dorchester AVE,Dorchester,MA,2124,Dorchester,C-11,773071.3915,2924800.906
CAL-169898,Active,Non-Live Entertainment,5/10/16,12/31/22,"Hot Eastern, Inc.",Friendship BBQ,N/A,So Lim Ting,So Lim Ting,(917)682-0038,N/A,54,0,54,11:00PM,Radio,1,40-   Harrison AVE,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774840,2953480
CAL-169898,Active,Non-Live Entertainment,5/10/16,12/31/22,"Hot Eastern, Inc.",Friendship BBQ,N/A,So Lim Ting,So Lim Ting,(917)682-0038,N/A,54,360,0,N/A,Widescreen Television,2,40-   Harrison AVE,Boston,MA,2111,Downtown/Charlestown/North End,A-1,774840,2953480
CAL-171371,Active,Night Club,5/6/16,12/31/20,Kingston Group LLC,Kingston Grille & Bar,1 DISC JOCKEY DANCING PATRONS KARAOKE MAY ONLY BE FEATURED UNTIL 2 00A M ON THURSDAYS FRIDAYS SATURDAYS SUNDAYS 12 30A OTHER EVENINGS WEEK INSTRUMENTAL VOCAL MUSIC IS LIMITED TO 4 PERFORMERS ONE EVENING PER 3 LIVE NOT SIMULTANEOUSLY LICENSEE MUST CLOSE ALL DOORS WINDOWS WHENEVER ENTERTAINMENT OCCURRING 11 00P REGARDLESS TYPE OFFERED 5 THERE NO OUTDOOR OR SPEAKERS,Matthew Gateman,Matthew Gateman,(781)956-2300,N/A,210,800,210,2:00AM,Audio Device,1,25-   Kingston ST,Boston,MA,2111,Downtown/Charlestown/North End,A-1,775300.9626,2954243.314
